id,genero,idgenero,año_ingreso,semestre_trimestre,idprograma,programa,facultad,campus,sede,jornada,duracionprograma,añooportuno,estadoalumno,idestadoalumno,tipoprograma
3944,Mujer,0,2016,1,IPPG15348,MBA con Especialización en Salud,IPPG,REP,Santiago,Diurna,4,2018,Desertor,0,Magíster
3945,Hombre,1,2015,1,IPPG15481,Magíster en Salud Pública con Menciones (Mph),IPPG,REP,Santiago,Diurna,4,2017,Desertor,0,Magíster
3946,Mujer,0,2017,2,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,CAS,Santiago,On Line,4,2020,Activo,1,Magíster
3947,Mujer,0,2014,2,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2017,Desertor,0,Magíster
3948,Mujer,0,2014,2,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2017,Desertor,0,Magíster
3949,Mujer,0,2015,1,UNAB25491,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,VIN,Viña del Mar,Vespertina,3,2017,Desertor,0,Magíster
3950,Mujer,0,2015,1,UNAB25361,Magister en Educación Inicial Mención en Didactica de las Matemáticas y el Lenguaje,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2017,Desertor,0,Magíster
3951,Mujer,0,2015,2,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2018,Desertor,0,Magíster
3952,Hombre,1,2014,1,IPPG15348,MBA con Especialización en Salud,IPPG,REP,Santiago,Diurna,4,2016,Desertor,0,Magíster
3953,Hombre,1,2015,1,UNAB35491,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,REP,Santiago,On Line,3,2017,Desertor,0,Magíster
3954,Hombre,1,2014,1,IPPG15481,Magíster en Salud Pública con Menciones (Mph),IPPG,REP,Santiago,Diurna,4,2016,Desertor,0,Magíster
3955,Hombre,1,2017,1,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
3956,Hombre,1,2015,1,UNAB15411,Magister en Ciencias Físicas,Ciencias Exactas,REP,Santiago,Diurna,4,2017,Desertor,0,Magíster
3957,Hombre,1,2016,2,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2019,Desertor,0,Magíster
3958,Hombre,1,2016,1,UNAB25491,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,ANT,Santiago,Vespertina,3,2018,Desertor,0,Magíster
3959,Mujer,0,2015,1,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2017,Desertor,0,Magíster
3960,Mujer,0,2016,2,UNAB35501,Magíster Internacional en Administración de Empresas,Economía y Negocios,REP,Santiago,On Line,2,2018,Desertor,0,Magíster
3961,Hombre,1,2016,2,UNAB15484,Master International Business (MIB),Economía y Negocios,CAS,Santiago,Diurna,2,2018,Desertor,0,Magíster
3962,Mujer,0,2016,1,UNAB25317,Magister en Administración de Empresas,Economía y Negocios,CAS,Santiago,Vespertina,4,2018,Desertor,0,Magíster
3963,Hombre,1,2014,2,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2017,Desertor,0,Magíster
3964,Mujer,0,2018,2,UNAB25317,Magister en Administración de Empresas,Economía y Negocios,CAS,Santiago,Vespertina,4,2021,Activo,1,Magíster
3965,Mujer,0,2014,1,UNAB25317,Magister en Administración de Empresas,Economía y Negocios,VIN,Viña del Mar,Vespertina,4,2016,Desertor,0,Magíster
3966,Mujer,0,2014,1,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2016,Desertor,0,Magíster
3967,Mujer,0,2015,1,UNAB29981,Magister en Gestión Pedagógica y Curricular,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2017,Desertor,0,Magíster
3968,Hombre,1,2017,1,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2019,Desertor,0,Magíster
3969,Mujer,0,2014,1,UNAB15338,Magíster en Gestión en Atención Primaria de Salud,Enfermería,REP,Santiago,On Line,4,2016,Desertor,0,Magíster
3970,Mujer,0,2016,1,IPPG35481,Magíster en Salud Pública con Menciones (Mph),IPPG,REP,Santiago,On Line,4,2018,Desertor,0,Magíster
3971,Mujer,0,2017,1,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2019,Desertor,0,Magíster
3972,Hombre,1,2016,1,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2018,Desertor,0,Magíster
3973,Hombre,1,2017,2,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2020,Activo,1,Magíster
3974,Mujer,0,2014,1,UNAB35431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2016,Desertor,0,Magíster
3975,Hombre,1,2014,1,UNAB25317,Magister en Administración de Empresas,Economía y Negocios,VIN,Viña del Mar,Vespertina,4,2016,Desertor,0,Magíster
3976,Hombre,1,2015,1,UNAB29981,Magister en Gestión Pedagógica y Curricular,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2017,Desertor,0,Magíster
3977,Hombre,1,2017,2,UNAB25566,Magíster en Finanzas Aplicadas,Economía y Negocios,LNS,Santiago,Vespertina,26,2019,Desertor,0,Magíster
3978,Hombre,1,2017,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2019,Desertor,0,Magíster
3979,Mujer,0,2014,1,UNAB29981,Magister en Gestión Pedagógica y Curricular,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2016,Desertor,0,Magíster
3980,Mujer,0,2015,1,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2017,Desertor,0,Magíster
3981,Mujer,0,2014,1,UNAB25477,Magíster en Lenguaje y Comunicación,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2017,Desertor,0,Magíster
3982,Hombre,1,2014,1,UNAB26220,Magister en Comprensión Lectora y Producción de Textos,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2016,Desertor,0,Magíster
3983,Mujer,0,2014,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2016,Desertor,0,Magíster
3984,Mujer,0,2015,1,UNAB35431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2017,Desertor,0,Magíster
3985,Hombre,1,2015,1,UNAB25419,Magíster en Tributación,Economía y Negocios,VIN,Viña del Mar,Vespertina,4,2017,Desertor,0,Magíster
3986,Mujer,0,2014,2,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2017,Desertor,0,Magíster
3987,Mujer,0,2017,2,UNAB35520,Magíster en Intervención Socio-Jurídica en Familia,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
3988,Mujer,0,2016,1,UNAB25554,Magister en Direccion de Empresas (MBA Executive),Economía y Negocios,LNS,Santiago,Vespertina,28,2018,Desertor,0,Magíster
3989,Mujer,0,2017,2,UNAB35519,Magíster en Gestión e Inclusión laboral de Personas en Situación de Discapacidad,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
3990,Mujer,0,2015,2,IPPG25348,MBA con Especialización en Salud,IPPG,REP,Santiago,Vespertina,4,2018,Desertor,0,Magíster
3991,Hombre,1,2018,1,IPPG35348,MBA con Especialización en Salud,IPPG,CAS,Santiago,On Line,4,2020,Activo,1,Magíster
3992,Hombre,1,2014,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2016,Desertor,0,Magíster
3993,Mujer,0,2014,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2016,Desertor,0,Magíster
3994,Mujer,0,2017,1,UNAB29981,Magister en Gestión Pedagógica y Curricular,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2019,Desertor,0,Magíster
3995,Mujer,0,2014,2,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2017,Desertor,0,Magíster
3996,Hombre,1,2015,1,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2017,Desertor,0,Magíster
3997,Hombre,1,2017,2,UNAB25419,Magíster en Tributación,Economía y Negocios,LNS,Santiago,Vespertina,4,2020,Activo,1,Magíster
3998,Hombre,1,2017,2,UNAB35496,Magíster en Dirección de Operaciones y Logística,Ingeniería,ANT,Santiago,On Line,4,2020,Activo,1,Magíster
3999,Mujer,0,2014,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2016,Desertor,0,Magíster
4000,Hombre,1,2014,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2016,Desertor,0,Magíster
4001,Hombre,1,2014,1,UNAB25491,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,REP,Santiago,Vespertina,3,2016,Desertor,0,Magíster
4002,Hombre,1,2016,2,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2019,Desertor,0,Magíster
4003,Hombre,1,2015,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2017,Desertor,0,Magíster
4004,Hombre,1,2015,1,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2017,Desertor,0,Magíster
4005,Mujer,0,2015,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2017,Desertor,0,Magíster
4006,Mujer,0,2016,1,UNAB25419,Magíster en Tributación,Economía y Negocios,CON,Concepción,Vespertina,4,2018,Desertor,0,Magíster
4007,Mujer,0,2017,2,UNAB35338,Magíster en Gestión en Atención Primaria de Salud,Enfermería,REP,Santiago,On Line,4,2020,Activo,1,Magíster
4008,Mujer,0,2014,2,IPPG35348,MBA con Especialización en Salud,IPPG,REP,Santiago,On Line,4,2017,Desertor,0,Magíster
4009,Hombre,1,2017,2,UNAB35636,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,ANT,Santiago,On Line,3,2019,Desertor,0,Magíster
4010,Hombre,1,2017,1,UNAB35431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
4011,Mujer,0,2017,1,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2019,Desertor,0,Magíster
4012,Mujer,0,2016,1,IPPG35348,MBA con Especialización en Salud,IPPG,REP,Santiago,On Line,4,2018,Desertor,0,Magíster
4013,Mujer,0,2017,1,UNAB35431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
4014,Mujer,0,2015,1,UNAB35496,Magíster en Dirección de Operaciones y Logística,Ingeniería,REP,Santiago,On Line,4,2017,Desertor,0,Magíster
4015,Hombre,1,2017,2,UNAB25317,Magister en Administración de Empresas,Economía y Negocios,BEL,Santiago,Vespertina,4,2020,Activo,1,Magíster
4016,Mujer,0,2017,2,UNAB35338,Magíster en Gestión en Atención Primaria de Salud,Enfermería,REP,Santiago,On Line,4,2020,Activo,1,Magíster
4017,Mujer,0,2018,1,UNAB15373,Magíster en Audiología,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,3,2020,Activo,1,Magíster
4018,Hombre,1,2015,1,UNAB35491,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,REP,Santiago,On Line,3,2017,Desertor,0,Magíster
4019,Mujer,0,2018,1,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2020,Activo,1,Magíster
4020,Hombre,1,2014,2,IPPG15481,Magíster en Salud Pública con Menciones (Mph),IPPG,REP,Santiago,Diurna,4,2017,Desertor,0,Magíster
4021,Mujer,0,2017,1,UNAB25554,Magister en Direccion de Empresas (MBA Executive),Economía y Negocios,CON,Concepción,Vespertina,28,2019,Desertor,0,Magíster
4022,Mujer,0,2015,1,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2017,Desertor,0,Magíster
4023,Mujer,0,2017,2,UNAB25551,Magister en Direccion de Recursos Humanos y Habilidades Directivas,Economía y Negocios,CON,Concepción,Vespertina,26,2019,Desertor,0,Magíster
4024,Mujer,0,2017,1,UNAB25554,Magister en Direccion de Empresas (MBA Executive),Economía y Negocios,CON,Concepción,Vespertina,28,2019,Desertor,0,Magíster
4025,Mujer,0,2015,2,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2018,Desertor,0,Magíster
4026,Mujer,0,2016,1,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2018,Desertor,0,Magíster
4027,Hombre,1,2016,1,UNAB25491,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,CON,Concepción,Vespertina,3,2018,Desertor,0,Magíster
4028,Mujer,0,2016,1,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2018,Desertor,0,Magíster
4029,Hombre,1,2017,1,UNAB25554,Magister en Direccion de Empresas (MBA Executive),Economía y Negocios,CON,Concepción,Vespertina,28,2019,Desertor,0,Magíster
4030,Mujer,0,2014,1,UNAB25410,Magister en Enseñanza del Inglés Como Lengua Extranjera,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2016,Desertor,0,Magíster
4031,Mujer,0,2015,2,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2018,Desertor,0,Magíster
4032,Mujer,0,2017,1,UNAB25554,Magister en Direccion de Empresas (MBA Executive),Economía y Negocios,CON,Concepción,Vespertina,28,2019,Desertor,0,Magíster
4033,Mujer,0,2015,1,UNAB25361,Magister en Educación Inicial Mención en Didactica de las Matemáticas y el Lenguaje,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2017,Desertor,0,Magíster
4034,Hombre,1,2014,3,UNAB25491,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,CON,Concepción,Vespertina,3,2017,Desertor,0,Magíster
4035,Mujer,0,2014,1,UNAB25491,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,CON,Concepción,Vespertina,3,2016,Desertor,0,Magíster
4036,Mujer,0,2014,1,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2016,Desertor,0,Magíster
4037,Hombre,1,2017,2,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
4038,Mujer,0,2017,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
4039,Hombre,1,2015,1,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2017,Desertor,0,Magíster
4040,Hombre,1,2017,1,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
4041,Hombre,1,2015,1,UNAB25491,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,REP,Santiago,Vespertina,3,2017,Desertor,0,Magíster
4042,Mujer,0,2015,1,IPPG15348,MBA con Especialización en Salud,IPPG,REP,Santiago,Diurna,4,2017,Desertor,0,Magíster
4043,Hombre,1,2017,1,UNAB25317,Magister en Administración de Empresas,Economía y Negocios,CAS,Santiago,Vespertina,4,2019,Desertor,0,Magíster
4044,Mujer,0,2017,1,IPPG35481,Magíster en Salud Pública con Menciones (Mph),IPPG,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
4045,Hombre,1,2018,2,UNAB25317,Magister en Administración de Empresas,Economía y Negocios,CAS,Santiago,Vespertina,4,2021,Activo,1,Magíster
4046,Mujer,0,2017,2,UNAB35338,Magíster en Gestión en Atención Primaria de Salud,Enfermería,REP,Santiago,On Line,4,2020,Activo,1,Magíster
4047,Hombre,1,2014,1,UNAB25491,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,REP,Santiago,Vespertina,3,2016,Desertor,0,Magíster
4048,Hombre,1,2018,1,UNAB25893,Magíster en Rendimiento Deportivo,Educación y Ciencias Sociales,CAS,Santiago,Vespertina,4,2020,Activo,1,Magíster
4049,Mujer,0,2014,1,UNAB16354,Magister en Neuro Rehabilitación,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,4,2016,Desertor,0,Magíster
4050,Mujer,0,2015,2,UNAB35519,Magíster en Gestión e Inclusión laboral de Personas en Situación de Discapacidad,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2018,Desertor,0,Magíster
4051,Hombre,1,2015,1,UNAB35496,Magíster en Dirección de Operaciones y Logística,Ingeniería,REP,Santiago,On Line,4,2017,Desertor,0,Magíster
4052,Mujer,0,2015,1,UNAB15373,Magíster en Audiología,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,3,2017,Desertor,0,Magíster
4053,Hombre,1,2018,2,UNAB25317,Magister en Administración de Empresas,Economía y Negocios,CAS,Santiago,Vespertina,4,2021,Activo,1,Magíster
4054,Mujer,0,2015,1,UNAB25361,Magister en Educación Inicial Mención en Didactica de las Matemáticas y el Lenguaje,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2017,Desertor,0,Magíster
4055,Mujer,0,2017,1,UNAB35431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
4056,Hombre,1,2018,1,UNAB25317,Magister en Administración de Empresas,Economía y Negocios,BEL,Santiago,Vespertina,4,2020,Activo,1,Magíster
4057,Hombre,1,2014,1,UNAB35431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2016,Desertor,0,Magíster
4058,Mujer,0,2015,2,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2018,Desertor,0,Magíster
4059,Hombre,1,2014,1,UNAB15373,Magíster en Audiología,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,3,2016,Desertor,0,Magíster
4060,Hombre,1,2015,2,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2018,Desertor,0,Magíster
4061,Mujer,0,2014,2,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2017,Desertor,0,Magíster
4062,Mujer,0,2017,2,UNAB35520,Magíster en Intervención Socio-Jurídica en Familia,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
4063,Mujer,0,2018,2,UNAB25317,Magister en Administración de Empresas,Economía y Negocios,CAS,Santiago,Vespertina,4,2021,Activo,1,Magíster
4064,Mujer,0,2015,1,UNAB25361,Magister en Educación Inicial Mención en Didactica de las Matemáticas y el Lenguaje,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2017,Desertor,0,Magíster
4065,Mujer,0,2016,1,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2018,Desertor,0,Magíster
4066,Hombre,1,2016,1,UNAB35431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2018,Desertor,0,Magíster
4067,Mujer,0,2015,1,UNAB25410,Magister en Enseñanza del Inglés Como Lengua Extranjera,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2017,Desertor,0,Magíster
4068,Hombre,1,2018,1,UNAB25554,Magister en Direccion de Empresas (MBA Executive),Economía y Negocios,CON,Concepción,Vespertina,28,2020,Activo,1,Magíster
4069,Mujer,0,2016,1,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2018,Desertor,0,Magíster
